Date,Open,High,Low,Close,Adj Close,Volume
2007-06-30,47.900002,49.660000,47.900002,48.619999,48.619999,1541
2007-07-31,48.490002,49.250000,48.480000,49.040001,49.040001,1608
2007-08-31,49.000000,52.240002,49.000000,52.070000,52.070000,11923
2007-09-30,52.000000,56.500000,51.380001,54.700001,54.700001,28854
2007-10-31,54.900002,59.000000,52.930000,53.200001,53.200001,19339
2007-11-30,53.560001,56.820000,53.000000,56.549999,56.549999,46934
2007-12-31,57.200001,63.169998,57.150002,62.099998,62.099998,105285
2008-01-31,62.599998,66.199997,60.000000,63.709999,63.709999,78695
2008-02-29,64.500000,64.849998,57.700001,59.200001,59.200001,117531
2008-03-31,57.450001,59.320000,55.380001,55.930000,55.930000,83516
2008-04-30,54.959999,60.000000,54.939999,56.480000,56.480000,57246
2008-05-31,57.020000,58.919998,55.680000,58.500000,58.500000,56831
2008-06-30,58.669998,61.480000,57.000000,58.500000,58.500000,260997
2008-07-31,58.160000,58.619999,53.360001,56.520000,56.520000,154396
2008-08-31,56.549999,63.000000,52.910000,61.959999,61.959999,405819
2008-09-30,61.860001,68.370003,54.389999,57.450001,57.450001,500032
2008-10-31,60.000000,64.300003,56.549999,63.090000,63.090000,261543
2008-11-30,63.080002,63.080002,58.369999,61.509998,61.509998,664191
2008-12-31,62.709999,71.690002,60.919998,71.330002,71.330002,582311
2009-01-31,71.430000,78.900002,68.010002,74.570000,74.570000,1077085
2009-02-28,75.489998,75.699997,67.000000,68.620003,68.620003,1194202
2009-03-31,69.260002,69.599998,63.880001,66.290001,66.290001,644907
2009-04-30,66.300003,68.900002,66.300003,68.620003,68.620003,571347
2009-05-31,68.790001,73.000000,64.919998,66.110001,66.110001,987461
2009-06-30,65.660004,66.650002,62.700001,65.930000,65.930000,686656
2009-07-31,66.489998,66.980003,65.209999,65.610001,65.610001,741060
2009-08-31,65.879997,69.220001,65.690002,67.580002,67.580002,650388
2009-09-30,68.410004,71.400002,67.500000,69.639999,69.639999,633551
2009-10-31,70.080002,78.169998,70.080002,77.379997,77.379997,681085
2009-11-30,78.040001,79.930000,74.760002,75.360001,75.360001,652964
2009-12-31,76.400002,79.089996,75.989998,76.769997,76.769997,513805
2010-01-31,77.129997,81.879997,76.019997,80.709999,80.709999,599748
2010-02-28,81.379997,82.949997,79.470001,81.440002,81.440002,632683
2010-03-31,81.510002,87.879997,81.510002,87.739998,87.739998,1241828
2010-04-30,88.000000,99.529999,87.930000,97.910004,97.910004,2506080
2010-05-31,98.500000,103.860001,97.199997,99.970001,99.970001,1252785
2010-06-30,100.279999,100.379997,87.470001,88.930000,88.930000,1033150
2010-07-31,89.309998,96.970001,88.059998,96.849998,96.849998,1064529
2010-08-31,96.980003,98.129997,94.220001,94.550003,94.550003,985115
2010-09-30,94.580002,97.199997,93.349998,95.669998,95.669998,1008339
2010-10-31,96.160004,105.269997,92.800003,104.589996,104.589996,1158148
2010-11-30,105.190002,106.019997,101.449997,104.339996,104.339996,810638
2010-12-31,105.260002,105.419998,94.150002,95.779999,95.779999,1182392
2011-01-31,96.139999,101.690002,94.750000,100.919998,100.919998,1025750
2011-02-28,101.500000,102.379997,95.940002,99.800003,99.800003,985215
2011-03-31,99.820000,103.690002,98.199997,102.290001,102.290001,757012
2011-04-30,102.589996,107.379997,98.459999,105.339996,105.339996,1191001
2011-05-31,104.800003,106.919998,102.000000,102.199997,102.199997,938777
2011-06-30,101.000000,112.220001,100.660004,111.019997,111.019997,925837
2011-07-31,110.500000,129.850006,109.959999,124.529999,124.529999,2113940
2011-08-31,124.550003,134.009995,113.199997,118.500000,118.500000,1765636
2011-09-30,119.000000,124.879997,115.160004,121.330002,121.330002,958681
2011-10-31,122.000000,129.899994,121.190002,127.339996,127.339996,1389997
2011-11-30,127.930000,128.500000,116.000000,119.089996,119.089996,1303193
2011-12-31,122.500000,130.500000,118.000000,130.220001,130.220001,931438
2012-01-31,130.729996,131.630005,126.000000,126.169998,126.169998,807001
2012-02-29,126.480003,128.000000,121.000000,122.400002,122.400002,862010
2012-03-31,122.800003,125.309998,120.540001,122.970001,122.970001,492245
2012-04-30,122.949997,124.500000,117.750000,124.320000,124.320000,1075470
2012-05-31,123.760002,128.869995,121.790001,122.220001,122.220001,1250733
2012-06-30,122.000000,131.630005,122.000000,129.367996,129.367996,1101515
2012-07-31,128.750000,131.369995,126.389999,129.707993,129.707993,769935
2012-08-31,131.000000,135.490005,129.000000,134.589996,134.589996,627326
2012-09-30,134.550003,135.800003,128.399994,130.229996,130.229996,573796
2012-10-31,130.300003,134.199997,127.980003,130.289993,130.289993,550547
2012-11-30,129.119995,129.940002,118.639999,122.879997,122.879997,447377
2012-12-31,121.110001,125.760002,119.699997,119.870003,119.870003,513574
2013-01-31,119.599998,123.000000,115.300003,118.129997,118.129997,634786
2013-02-28,118.070000,123.080002,116.849998,122.660004,122.660004,535053
2013-03-31,121.769997,121.949997,101.000000,109.709999,109.709999,1075943
2013-04-30,108.000000,110.660004,102.279999,104.949997,104.949997,484445
2013-05-31,104.639999,105.519997,88.110001,91.110001,91.110001,471969
2013-06-30,92.089996,99.199997,91.000000,96.199997,96.199997,496808
2013-07-31,97.209999,104.500000,93.570000,103.620003,103.620003,311495
2013-08-31,102.500000,104.550003,94.599998,95.900002,95.900002,325118
2013-09-30,95.809998,96.300003,90.050003,94.830002,94.830002,449753
2013-10-31,95.389999,96.500000,88.309998,89.800003,89.800003,287608
2013-11-30,91.900002,91.900002,84.940002,85.120003,85.120003,284559
2013-12-31,85.000000,90.699997,85.000000,89.510002,89.510002,379789
2014-01-31,89.800003,95.599998,89.629997,93.529999,93.529999,402087
2014-02-28,95.330002,97.290001,90.800003,90.919998,90.919998,511712
2014-03-31,90.800003,93.750000,89.320000,90.739998,90.739998,285624
2014-04-30,90.199997,93.550003,88.339996,88.779999,88.779999,205998
2014-05-31,88.500000,94.639999,88.000000,93.580002,93.580002,347783
2014-06-30,94.180000,96.120003,92.660004,93.419998,93.419998,289491
2014-07-31,93.809998,95.910004,93.000000,95.190002,95.190002,157702
2014-08-31,95.290001,95.500000,85.000000,93.190002,93.190002,308976
2014-09-30,93.559998,95.699997,89.580002,90.379997,90.379997,338807
2014-10-31,90.470001,94.349998,88.570000,92.230003,92.230003,469382
2014-11-30,91.900002,96.800003,90.180000,96.059998,96.059998,286485
2014-12-31,95.519997,113.190002,94.230003,109.550003,109.550003,1529001
2015-01-31,109.739998,110.029999,101.949997,105.209999,105.209999,729640
2015-02-28,105.720001,107.519997,103.099998,107.169998,107.169998,561629
2015-03-31,108.239998,110.580002,102.050003,102.129997,102.129997,453750
2015-04-30,102.519997,107.940002,98.470001,105.059998,105.059998,531162
2015-05-31,105.269997,106.660004,100.589996,101.690002,101.690002,294855
2015-06-30,101.809998,103.410004,95.000000,96.040001,96.040001,714414
2015-07-31,95.500000,99.599998,94.300003,97.769997,97.769997,530059
2015-08-31,98.050003,99.300003,94.139999,96.650002,96.650002,288941
2015-09-30,96.669998,103.459999,95.750000,100.110001,100.110001,445306
2015-10-31,99.900002,100.070000,95.540001,97.190002,97.190002,422688
2015-11-30,97.800003,97.870003,92.949997,93.989998,93.989998,261448
2015-12-31,93.989998,99.849998,92.410004,99.720001,99.720001,409282
2016-01-31,99.989998,109.769997,98.980003,109.750000,109.750000,1348430
2016-02-29,110.000000,112.820000,104.360001,104.790001,104.790001,766474
2016-03-31,103.230003,109.300003,103.160004,109.050003,109.050003,667016
2016-04-30,109.500000,112.470001,104.290001,105.239998,105.239998,915369
2016-05-31,105.500000,120.459999,104.470001,114.720001,114.720001,1650325
2016-06-30,115.000000,119.959999,114.050003,116.360001,116.360001,2173635
2016-07-31,116.000000,118.180000,112.639999,113.120003,113.120003,543767
2016-08-31,113.110001,115.839996,105.150002,113.260002,113.260002,722600
2016-09-30,113.000000,113.099998,107.830002,111.930000,111.930000,866899
2016-10-31,112.699997,114.879997,106.720001,106.970001,106.970001,1035181
2016-11-30,106.610001,108.000000,103.769997,105.510002,105.510002,699856
2016-12-31,105.300003,109.889999,105.300003,108.300003,108.300003,865185
2017-01-31,107.849998,114.480003,107.379997,113.930000,113.930000,1590978
2017-02-28,113.900002,113.919998,108.120003,112.139999,112.139999,1070369
2017-03-31,112.419998,116.510002,111.129997,111.889999,111.889999,1339442
2017-04-30,110.910004,112.519997,107.150002,108.440002,108.440002,1080227
2017-05-31,108.879997,110.730003,107.650002,108.599998,108.599998,308292
