Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,82.535767,82.770889,82.173317,84.209999,82.496605,51856200
2016-09-01,82.353897,82.844681,81.755135,84.139999,82.589462,47262400
2016-10-01,82.565636,82.624649,81.650970,83.190002,81.818169,31289000
2016-11-01,81.678978,82.023842,79.520950,80.889999,79.708183,40774700
2016-12-01,79.459396,80.032028,79.015083,80.790001,79.765457,63820100
2017-01-01,79.721771,80.592712,79.672287,80.940002,80.107773,47709900
2017-02-01,79.731667,80.681793,79.672287,81.269997,80.434364,43938500
2017-03-01,80.115723,80.562027,79.361969,81.080002,80.413254,50619400
2017-04-01,80.460587,81.454292,80.400963,81.550003,81.036942,32894800
2017-05-01,81.002083,81.669304,80.593788,81.959999,81.619507,37408700
2017-06-01,81.538528,81.977608,81.518570,81.839996,81.668251,15714500
2017-06-13,81.790001,81.949997,81.770699,81.839996,81.839996,2053929
